Note ID	type	de_article	de_word_short	en_word	de_word_full	de_sentence	en_sentence	notes	audio_de_word	audio_de_sentence	tags
B11864	noun	die	Literatur	literature	die Literatur, -en	Ich interessiere mich für Literatur.	I am interested in literature.		[sound:word_B13633.mp3]	 [sound:googletts-a92a399e-4434b2a0-46fbfb34-ec78b150-9a4777a1.mp3]	B1_goethe_noun
B11865	verb		überraschen	to surprise	überraschen, überrascht, überraschte, hat überrascht	Ich bin ganz überrascht, dass die Wohnung so billig ist.	I&#x27;m quite surprised that the apartment is so cheap.		 [sound:googletts-74ca682f-925851b6-64f47c1b-8d6aeb54-66af9916.mp3]	 [sound:googletts-eecba875-4150d811-4ad1258e-a2b3c6fc-bf2cbad3.mp3]	B1_goethe_verb
B11866	verb		bestätigen	to confirm	bestätigen, bestätigt, bestätigte, hat bestätigt	Die Firma hat mir den Termin schriftlich bestätigt.	The company confirmed the appointment in writing.		 [sound:googletts-fb39644c-8d09f51b-3f37d940-98d27e94-dd00ff32.mp3]	 [sound:googletts-cdec7cc0-44a2ac3e-7dcbfef1-28365451-4ee5a8e4.mp3]	B1_goethe_verb
B11867	verb		bestätigen	to confirm	bestätigen, bestätigt, bestätigte, hat bestätigt	Ich kann bestätigen, dass er hier war.	I can confirm that he was here.		 [sound:googletts-fb39644c-8d09f51b-3f37d940-98d27e94-dd00ff32.mp3]	 [sound:googletts-83f336df-77840c38-0d9c2da9-16261b41-febaec55.mp3]	B1_goethe_verb
B11868	noun	die	Bestätigung	confirmation	die Bestätigung, -en	Ich brauche eine schriftliche Bestätigung für das Amt.	I need a written confirmation for the office.		[sound:word_B13472.mp3]	 [sound:googletts-808ed8c4-f05081b7-f3cde2b8-b4672114-329804cd.mp3]	B1_goethe_noun
B11869	noun	der	Abschnitt	section	der Abschnitt, -e	Lesen Sie bitte den zweiten Abschnitt.	Please read the second section.		[sound:word_B13655.mp3]	 [sound:googletts-4a02edd1-aab4b876-2cf589fc-ce8e67ab-b8336725.mp3]	B1_goethe_noun
B11870	noun	die	Nähe	proximity, closeness	die Nähe (Sg.)	Die Post ist ganz in der Nähe vom Bahnhof.	The post office is very close to the station.		[sound:word_B11339.mp3]	 [sound:googletts-5dc45773-f719e634-85f21431-5de99fb5-a46e6e37.mp3]	B1_goethe_noun
B11871	other		zahlreich	numerous	zahlreich	Die Gäste sind zahlreich gekommen. Es gibt zahlreiche Beispiele für gute Zusammenarbeit.	The guests came in large numbers. There are numerous examples of good cooperation.		 [sound:googletts-2d984eac-e48d0d76-480b85a3-299bbe62-60579ab2.mp3]	 [sound:googletts-1c83fe02-7c291bd0-4d516519-3e654cf5-ab0a858b.mp3]	B1_goethe_other
B11872	other		übrig	left (over)	übrig	Ist noch etwas zu essen übrig?	Is there any food left?		 [sound:googletts-9fbcfe3a-f24ceb43-0991d377-daffeb30-c83a7ba6.mp3]	 [sound:googletts-067b6f70-b8d8a39f-c6f8c7fb-4d6f673c-fc37d5f6.mp3]	B1_goethe_other
B11873	noun	die	Produktion	production	die Produktion, -en	Die Produktion von Käse dauert oft viele Wochen.	The production of cheese often takes many weeks.		[sound:word_B13463.mp3]	 [sound:googletts-61e00370-90cd67f9-2b0410d6-e5f2ab4d-2ed70e2f.mp3]	B1_goethe_noun
B11874	verb		drücken	to press	drücken, drückt, drückte, hat gedrückt	Sie brauchen nur auf den Knopf zu drücken.	All you have to do is press the button.		 [sound:googletts-370c68af-e8f96702-eb9f2ad9-efc0ba65-53f31d77.mp3]	 [sound:googletts-a57b0db6-cae2b3cc-95abaac2-67f78442-4b6610e0.mp3]	B1_goethe_verb
B11875	verb		drücken	to press	drücken, drückt, drückte, hat gedrückt	Die neuen Schuhe drücken.	The new shoes pinch.		 [sound:googletts-370c68af-e8f96702-eb9f2ad9-efc0ba65-53f31d77.mp3]	 [sound:googletts-b77d0342-dd992524-c37d9cd4-dfa8f2ab-51c843a0.mp3]	B1_goethe_verb
B11876	verb		drücken	to press	drücken, drückt, drückte, hat gedrückt	Wenn du hier drückst, geht die Tür auf.	If you press here, the door will open.		 [sound:googletts-370c68af-e8f96702-eb9f2ad9-efc0ba65-53f31d77.mp3]	 [sound:googletts-6ac33296-ab8381f5-cf961829-745b734f-1da6069c.mp3]	B1_goethe_verb
B11877	noun	die	Linie	line	die Linie, -n	Zum Hauptbahnhof können Sie mit der Linie 8 fahren.	You can take line 8 to the main station.		[sound:word_B12662.mp3]	 [sound:googletts-e0da4ddc-6b7d0cc9-1c757ff4-dc248d46-4a766328.mp3]	B1_goethe_noun
B11878	noun	das	Gas	gas	das Gas, -e	Wir kochen mit Gas.	We cook with gas.		[sound:word_B12401.mp3]	 [sound:googletts-96a786ef-fa44c913-7e399f9e-37c39d68-090e7e9c.mp3]	B1_goethe_noun
B11879	noun	das	Gas	gas	das Gas, -e	Gib Gas! Die Ampel ist grün.	Step on the gas! The traffic light is green.		[sound:word_B12402.mp3]	 [sound:googletts-eeed61cc-ccb2d476-2e4f270e-af36a2c1-b8efaaf2.mp3]	B1_goethe_noun
B11880	verb		schicken	to send	schicken, schickt, schickte, hat geschickt	Ich habe meinen Freunden eine Einladung zur Hochzeit geschickt.	I sent my friends an invitation to the wedding.		 [sound:googletts-0184a3ed-44e15b83-eb57632a-914eedb6-99ba34b7.mp3]	 [sound:googletts-cca43d2c-d4636fdb-af7e900b-c3d169c1-5039f010.mp3]	B1_goethe_verb
B11881	verb		schicken	to send	schicken, schickt, schickte, hat geschickt	Schick mir doch eine E-Mail.	Why don&#x27;t you send me an e-mail?		 [sound:googletts-0184a3ed-44e15b83-eb57632a-914eedb6-99ba34b7.mp3]	 [sound:googletts-834fd16a-8b21edce-323ebde0-16d084d6-5b41e701.mp3]	B1_goethe_verb
B11882	verb		schicken	to send	schicken, schickt, schickte, hat geschickt	Ich habe die Kinder einkaufen geschickt. Wir haben keine Milch mehr zu Hause.	I sent the children shopping. We have no more milk at home.		 [sound:googletts-0184a3ed-44e15b83-eb57632a-914eedb6-99ba34b7.mp3]	 [sound:googletts-54391dab-ac68fd43-38fdda79-4b533349-b5d8e7aa.mp3]	B1_goethe_verb
B11883	noun	die	Hälfte	half	die Hälfte, -n	Bitte teilt euch die Schokolade. Jeder bekommt die Hälfte.	Please share the chocolate. Everyone gets half.		[sound:word_B11751.mp3]	 [sound:googletts-3c8486ec-4f186296-b4044ce5-badbe18c-8785fd71.mp3]	B1_goethe_noun
B11884	noun	die	Hälfte	half	die Hälfte, -n	Die Hälfte vom Urlaub ist schon vorbei.	Half of the vacation is already over.		[sound:word_B11752.mp3]	 [sound:googletts-0ce35873-1b62547b-78bac7b9-de455a82-8b80339b.mp3]	B1_goethe_noun
B11885	noun	die	Hälfte	half	die Hälfte, -n	Was hat der Mann gesagt? Ich habe nur die Hälfte verstanden.	What did the man say? I only understood half of it.		[sound:word_B11753.mp3]	 [sound:googletts-927a1103-fbda08c8-93ec3a29-6112eedc-936d9c40.mp3]	B1_goethe_noun
B11886	noun	der	Kontakt	contact	der Kontakt, -e	Ich habe wenig Kontakt zu meinen Kollegen.	I have little contact with my colleagues.		[sound:word_B11610.mp3]	 [sound:googletts-8d5e13b4-80b8a21d-25a0c2c2-c6b11879-9189ddcc.mp3]	B1_goethe_noun
B11887	noun	das	Interview	interview	das Interview, -s	Ich habe im Fernsehen ein interessantes Interview mit zwei Schauspielern gesehen.	I saw an interesting interview with two actors on television.		[sound:word_B12952.mp3]	 [sound:googletts-bc730e4c-eae73ebe-bc3c25fa-b5a673c6-9e1dee87.mp3]	B1_goethe_noun
B11888	other		egal	no matter, irrelevant	egal	Es ist mir ganz egal, was die Leute denken.	I don&#x27;t care what people think.		 [sound:googletts-9f92b1cc-d53125be-a4014732-f36b7ae9-fb32f041.mp3]	 [sound:googletts-2718e516-d34c69ca-79487310-96d770ee-1da0c40d.mp3]	B1_goethe_other
B11889	other		egal	no matter, irrelevant	egal	Egal, wie das Wetter ist, ich gehe schwimmen.	No matter what the weather is like, I go swimming.		 [sound:googletts-9f92b1cc-d53125be-a4014732-f36b7ae9-fb32f041.mp3]	 [sound:googletts-7e62d2d5-e8498cb9-ca79a4db-68d58c0e-3e706a3e.mp3]	B1_goethe_other
B11890	verb		reisen	to travel	reisen, reist, reiste, ist gereist	Ich reise gern nach Spanien.	I love traveling to Spain.		 [sound:googletts-2d106340-cd81a954-25d4e0e0-fd5b01e7-a6c285ce.mp3]	 [sound:googletts-5c8c6b65-7e881d4b-044f4e5c-792449c1-223998d6.mp3]	B1_goethe_verb
B11891	noun	der	Berg	mountain	der Berg, -e	Die Zugspitze ist der höchste Berg in Deutschland.	The Zugspitze is the highest mountain in Germany.		[sound:word_B12294.mp3]	 [sound:googletts-85b00298-ea4c660e-5ca323b2-e626b478-24c29b0f.mp3]	B1_goethe_noun
B11892	noun	der	Berg	mountain	der Berg, -e	Wir fahren jeden Sonntag in die Berge.	We go to the mountains every Sunday.		[sound:word_B12295.mp3]	 [sound:googletts-75bfb501-19a23126-74ff8437-fec68f40-fa76fdcc.mp3]	B1_goethe_noun
B11893	noun	der	Berg	mountain	der Berg, -e	Auf dem Berg haben wir ein Picknick gemacht.	We had a picnic on the mountain.		[sound:word_B12296.mp3]	 [sound:googletts-2c5d5151-9093e686-3f02f2a3-4defd18f-828631f3.mp3]	B1_goethe_noun
B11894	verb		(sich) trennen	to separate	(sich) trennen, trennt, trennte, hat getrennt	Wir leben getrennt.	We live separately.		 [sound:googletts-f2b6e6a0-10dc175f-0df482a2-9adca699-374eecf3.mp3]	 [sound:googletts-ff046beb-be9cd8e9-0720dc75-8a696168-e2d9fa44.mp3]	B1_goethe_verb
B11895	verb		(sich) trennen	to separate	(sich) trennen, trennt, trennte, hat getrennt	Meine Freundin und ihr Mann haben sich getrennt.	My girlfriend and her husband have separated.		 [sound:googletts-f2b6e6a0-10dc175f-0df482a2-9adca699-374eecf3.mp3]	 [sound:googletts-deaf0bcb-aaa08302-92434524-4fd9de37-fc250880.mp3]	B1_goethe_verb
B11896	verb		(sich) trennen	to separate	(sich) trennen, trennt, trennte, hat getrennt	Wir müssen den Müll trennen. Das kommt zum Altpapier.	We have to separate the waste. This goes with the waste paper.		 [sound:googletts-f2b6e6a0-10dc175f-0df482a2-9adca699-374eecf3.mp3]	 [sound:googletts-ad137b53-2bc8ff27-f1c95c31-07253130-9dc9f0f2.mp3]	B1_goethe_verb
B11897	verb		benötigen	to need	benötigen, benötigt, benötigte, hat benötigt	Sagen Sie Bescheid, wenn Sie noch etwas benötigen.	Let us know if you need anything else.		 [sound:googletts-95f3d1e1-8f61af4a-c8685925-38ba9283-982857e3.mp3]	 [sound:googletts-cde59285-0ef181f1-c7fcb0d3-f3b5c8e4-e77a0dc0.mp3]	B1_goethe_verb
B11898	noun	die	Erinnerung	memory, reminder	die Erinnerung, -en	An diese Zeit habe ich viele schöne Erinnerungen.	I have many fond memories of that time.		[sound:word_B12029.mp3]	 [sound:googletts-8ac51299-71e3db6b-615f1129-ba3ec8d8-d464a5a9.mp3]	B1_goethe_noun
B11899	verb		verhindern	to prevent	verhindern, verhindert, verhinderte, hat verhindert	Wir konnten den Unfall nicht verhindern.	We were unable to prevent the accident.		 [sound:googletts-38b79031-b1b712f7-ded672f8-769c5792-74919a4c.mp3]	 [sound:googletts-ee6e0ba1-99610fbc-b32bfb59-d90467c6-246652a3.mp3]	B1_goethe_verb
B11900	verb		leiden	to suffer (from/due to)	leiden, leidet, litt, hat gelitten (an/unter + Dativ)	Er leidet an einer schweren Krankheit.	He suffers from a serious illness.		 [sound:googletts-5d69b849-d7f44611-4070d140-9e58df30-841ec593.mp3]	 [sound:googletts-bf86509d-12924408-dd005e1f-dbe76c19-ce3e1e18.mp3]	B1_goethe_verb
B11901	verb		leiden	to suffer (from/due to)	leiden, leidet, litt, hat gelitten (an/unter + Dativ)	Sie leidet sehr unter den Verhältnissen.	She suffers greatly under the circumstances.		 [sound:googletts-5d69b849-d7f44611-4070d140-9e58df30-841ec593.mp3]	 [sound:googletts-7bae3581-e8f1ac9d-baf3df44-9f34e7dc-8e320907.mp3]	B1_goethe_verb
B11902	noun	der	Anspruch	claim, entitlement	der Anspruch, ¨-e	Sie wohnen im Stadtzentrum. Deshalb haben Sie keinen Anspruch auf Fahrgeld.	You live in the city center. Therefore, you are not entitled to a fare.		[sound:word_B13262.mp3]	 [sound:googletts-da0fd7cb-f88b2a10-a0e2676e-ec86a5f0-135b4233.mp3]	B1_goethe_noun
B11903	noun	der	Sport	sport	der Sport, -e	Für Sport interessiere ich mich sehr.	I am very interested in sport.		[sound:word_B12651.mp3]	 [sound:googletts-a0a481e1-e2d51154-51f950b3-2a25e460-452353a8.mp3]	B1_goethe_noun
B11904	noun	der	Sport	sport	der Sport, -e	Ich mache viel Sport.	I do a lot of sport.		[sound:word_B12652.mp3]	 [sound:googletts-aff3daa5-1b398e65-579960d1-8e753ea1-0e143693.mp3]	B1_goethe_noun
B11905	noun	die	Nachfrage	demand	die Nachfrage, -n	Die Nachfrage für dieses Produkt ist groß.	Demand for this product is high.		[sound:word_B13728.mp3]	 [sound:googletts-95d04d66-006b8702-121e0bac-939cfe0e-19d9670e.mp3]	B1_goethe_noun
B11906	other		teuer	expensive	teuer	Ich finde das Geschäft nicht teuer.	I don&#x27;t think the store is expensive.		 [sound:googletts-1f59c060-d8107651-c4042cf3-6d4b84f5-9c67b435.mp3]	 [sound:googletts-71e67586-faf27c94-e286ec4b-e635950e-baecda2d.mp3]	B1_goethe_other
B11907	noun	die	Medien	media	die Medien (Pl.)	Umweltschutz ist in den Medien ein großes Thema.	Environmental protection is a major topic in the media.		[sound:word_B13131.mp3]	 [sound:googletts-bceee140-eb3e718e-76449eaf-c14dd935-d6f069a0.mp3]	B1_goethe_noun
B11908	noun	das	Institut	institute	das Institut, -e	Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut.	I am attending a language course at a small language institute.		[sound:word_B13573.mp3]	 [sound:googletts-51c038ff-ad382c77-8ff42f2b-62e165dd-72b675e1.mp3]	B1_goethe_noun
B11909	noun	der	Plan	plan	der Plan, ¨-e	Was macht ihr im Sommer? – Ich weiß noch nicht, wir haben noch keine Pläne.	What are you doing in the summer? - I don&#x27;t know yet, we don&#x27;t have any plans.		[sound:word_B11046.mp3]	 [sound:googletts-7af60367-09cbcd61-51bc53ff-fcc35a8e-81dc58f4.mp3]	B1_goethe_noun
B11910	noun	der	Plan	plan	der Plan, ¨-e	Haben Sie einen Plan von Berlin?	Do you have a map of Berlin?		[sound:word_B11047.mp3]	 [sound:googletts-c59ab3b9-bb133419-67966fdc-6a0fea5f-14bfe44a.mp3]	B1_goethe_noun
B11911	noun	der	Fahrplan	timetable	der Fahrplan, ¨-e	Der Fahrplan hat sich geändert.	The timetable has changed.		[sound:word_B14452.mp3]	 [sound:googletts-47900ea6-d6d16b3d-80bb8638-26552b98-d1cebcbf.mp3]	B1_goethe_noun
B11912	noun	der	Fahrplan	timetable	der Fahrplan, ¨-e	Haben Sie schon den neuen Sommerfahrplan?	Do you already have the new summer timetable?		[sound:word_B14453.mp3]	 [sound:googletts-5dd4a866-984e356a-c2c3a854-bd6e86f7-add3bddc.mp3]	B1_goethe_noun
B11913	noun	der	Stadtplan	city map	der Stadtplan, ¨-e	Haben Sie einen Stadtplan?	Do you have a city map?		[sound:word_B14537.mp3]	 [sound:googletts-8af3265d-e1c441fa-47200231-29a2d30d-5c99329d.mp3]	B1_goethe_noun
B11914	noun	das	Tor	gate, goal	das Tor, -e	Hinter dem Tor geht es zur Fabrik.	Behind the gate is the factory.		[sound:word_B11943.mp3]	 [sound:googletts-837e468f-15e90237-ab4f8ec1-196aad20-634b366a.mp3]	B1_goethe_noun
B11915	noun	das	Tor	gate, goal	das Tor, -e	Die Mannschaft konnte vier Tore schießen.	The team scored four goals.		[sound:word_B11944.mp3]	 [sound:googletts-583f943e-4fc8d265-f3a93b29-896944d7-c9377734.mp3]	B1_goethe_noun
B11916	noun	der	Betrieb	business, operation	der Betrieb, -e	In diesem Betrieb arbeiten zehn Leute.	Ten people work in this company.		[sound:word_B13176.mp3]	 [sound:googletts-07b0e8a3-a3699c3c-bf74d5c9-4e0ada75-f27e88e4.mp3]	B1_goethe_noun
B11917	noun	der	Betrieb	business, operation	der Betrieb, -e	Kurz vor Weihnachten ist in den Kaufhäusern immer viel Betrieb.	Just before Christmas, department stores are always very busy.		[sound:word_B13177.mp3]	 [sound:googletts-089505cd-2186a504-e03027f2-6647beba-003c04e2.mp3]	B1_goethe_noun
B11918	noun	der	Betrieb	business, operation	der Betrieb, -e	Der Aufzug ist in Betrieb/außer Betrieb.	The elevator is in/out of service.		[sound:word_B13178.mp3]	 [sound:googletts-b62ad945-da1d4b18-acd73f2f-40cfcb3d-9d3dd761.mp3]	B1_goethe_noun
B11919	noun	der	Betriebsrat, Betriebsrätin	works council	der Betriebsrat, ¨-e <br>die Betriebsrätin, -nen	Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.	The works council will inform you about the new working hours.		[sound:word_B14578.mp3]	 [sound:googletts-da3da98a-7ecaff9b-4df78c33-db207341-59f05d8e.mp3]	B1_goethe_noun
B11920	noun	das	Dorf	village	das Dorf, ¨-er	Unser Dorf liegt direkt an der Autobahn.	Our village is located directly on the highway.		[sound:word_B11800.mp3]	 [sound:googletts-fbd86c3f-0c64117a-f714f9e8-0683d860-2d5cc4e2.mp3]	B1_goethe_noun
B11921	verb		sich eignen	to be suited	sich eignen, eignet sich, eignete sich, hat sich geeignet	Dieses Hotel eignet sich besonders für Familien mit Kindern.	This hotel is particularly suitable for families with children.		 [sound:googletts-207ac355-a46c3cfa-2ec81223-2ce61365-28a2ba14.mp3]	 [sound:googletts-2b85ffea-883a82b0-55986b85-6fffbc2e-4d85314f.mp3]	B1_goethe_verb
B11922	noun	die	Klasse	class	die Klasse, -n	In der Klasse sind 24 Schülerinnen und Schüler.	There are 24 pupils in the class.		[sound:word_B11237.mp3]	 [sound:googletts-432f4a6e-9fe0e455-051451a9-edb77928-021e5e8c.mp3]	B1_goethe_noun
B11923	noun	die	Klasse	class	die Klasse, -n	Im Herbst komme ich in die 7. Klasse.	I&#x27;ll be in 7th grade in the fall.		[sound:word_B11238.mp3]	 [sound:googletts-cc639245-c67e5cd6-409c35c8-7bd62a20-467afd13.mp3]	B1_goethe_noun
B11924	noun	die	Klasse	class	die Klasse, -n	Einmal nach Frankfurt, 1. Klasse, bitte.	Once to Frankfurt, 1st class, please.		[sound:word_B11239.mp3]	 [sound:googletts-b3d533a9-f48ea64c-ed01f794-8f349b15-fbe5f3e2.mp3]	B1_goethe_noun
B11925	other		klasse	great	klasse	Ich finde unseren Lehrer klasse.	I think our teacher is great.		 [sound:googletts-626bb0d5-cefa1f1d-67a2c40c-e4d0b9f6-1c122c72.mp3]	 [sound:googletts-b14dbd13-8f328604-9b752b35-f8a34fc5-c318bedf.mp3]	B1_goethe_other
B11926	verb		erlauben	to allow	erlauben, erlaubt, erlaubte, hat erlaubt	Ich erlaube meinen Kindern nicht, so lange fernzusehen.	I don&#x27;t allow my children to watch TV for that long.		 [sound:googletts-d6a1768d-b416b5a0-6d5267e4-a78a53c4-7d72270f.mp3]	 [sound:googletts-bd8982d3-8ce391ce-2fd8bd39-94059749-4eec8e9c.mp3]	B1_goethe_verb
B11927	verb		erlauben	to allow	erlauben, erlaubt, erlaubte, hat erlaubt	Parken ist hier nicht erlaubt.	Parking is not permitted here.		 [sound:googletts-d6a1768d-b416b5a0-6d5267e4-a78a53c4-7d72270f.mp3]	 [sound:googletts-7dec01c8-ed3a3bed-4c6b05e1-8e1fa611-c4e24085.mp3]	B1_goethe_verb
B11928	noun	die	Erlaubnis	permission	die Erlaubnis, -se	Sie hätten ihn vorher um Erlaubnis bitten müssen.	You should have asked him for permission beforehand.		[sound:word_B12265.mp3]	 [sound:googletts-97897e34-607650d4-9ee54df9-aa6305f1-d65c794a.mp3]	B1_goethe_noun
B11929	noun	die	Arbeitserlaubnis	work permit	die Arbeitserlaubnis, -se	Haben Sie eine Arbeitserlaubnis?	Do you have a work permit?		[sound:word_B14574.mp3]	 [sound:googletts-bbd94ac3-7122df09-2a50e75e-54c6063c-da658d4f.mp3]	B1_goethe_noun
B11930	verb		treiben	to drive, do sports	treiben, treibt, trieb, hat getrieben	Welchen Sport treibst du?	What sport do you do?		 [sound:googletts-907b3027-8c64be5f-db3869d9-91384ec3-4aa97aeb.mp3]	 [sound:googletts-f89a1253-00e0650c-2667344d-4ace5386-e059be9c.mp3]	B1_goethe_verb
B11931	other		weg/weg-	gone, away	weg/weg-	Meine Handtasche ist weg!	My handbag is gone!		 [sound:googletts-92285998-7bfe61f0-f90de47c-813bd2f4-47513f3a.mp3]	 [sound:googletts-e38b241b-56b20450-6ed14a81-28c5fcea-3ee45054.mp3]	B1_goethe_other
B11932	other		weg/weg-	gone, away	weg/weg-	Den Brief darfst du nicht wegwerfen.	You must not throw the letter away.		 [sound:googletts-92285998-7bfe61f0-f90de47c-813bd2f4-47513f3a.mp3]	 [sound:googletts-61d4c21b-2dabd55f-6b6900bb-6cb5082a-4c215ae5.mp3]	B1_goethe_other
B11933	verb		aufstehen	to stand up	aufstehen, steht auf, stand auf, ist aufgestanden	Ich stehe jeden Morgen um sechs Uhr auf.	I get up at six o&#x27;clock every morning.		 [sound:googletts-1cbbf79e-f393c03e-a5a4396f-4f471a3b-2e62be6b.mp3]	 [sound:googletts-3e1cbbd9-6380a936-ec0f3bd8-8ea40053-7c3ced8c.mp3]	B1_goethe_verb
B11934	verb		aufstehen	to stand up	aufstehen, steht auf, stand auf, ist aufgestanden	Sie brauchen nicht aufzustehen. Sie können sitzen bleiben.	You don&#x27;t need to stand up. You can remain seated.		 [sound:googletts-1cbbf79e-f393c03e-a5a4396f-4f471a3b-2e62be6b.mp3]	 [sound:googletts-7cd42b6e-32c365f9-366e46a0-ce8a59c6-ce39a6d4.mp3]	B1_goethe_verb
B11935	other		unterwegs	on the road/way	unterwegs	Warte auf mich. Ich bin unterwegs und komme gleich.	Wait for me. I&#x27;m on my way and will be right there.		 [sound:googletts-8a924d77-1f5f5f63-1462ebcf-a3e77605-bb2a36cc.mp3]	 [sound:googletts-0d8d63a8-6962acb1-a2c4df0b-a9c1ec77-b343bfd2.mp3]	B1_goethe_other
B11936	other		unterwegs	on the road/way	unterwegs	Unterwegs können wir noch etwas essen.	We can eat something on the way.		 [sound:googletts-8a924d77-1f5f5f63-1462ebcf-a3e77605-bb2a36cc.mp3]	 [sound:googletts-94c65c41-7832eb25-60c54698-fb171807-bd60334d.mp3]	B1_goethe_other
B11937	other		unterwegs	on the road/way	unterwegs	Stell dir vor, der Brief war zwei Wochen unterwegs.	Imagine the letter was on the road for two weeks.		 [sound:googletts-8a924d77-1f5f5f63-1462ebcf-a3e77605-bb2a36cc.mp3]	 [sound:googletts-941edc26-3c32f745-32a6c159-4c68d34c-ea36dc25.mp3]	B1_goethe_other
B11938	noun	der	Vertrag	contract	der Vertrag, ¨-e	Sie beide müssen den Vertrag unterschreiben.	You both have to sign the contract.		[sound:word_B12019.mp3]	 [sound:googletts-4fc4a104-1a556c0c-e7cdda76-16a4002e-979940a7.mp3]	B1_goethe_noun
B11939	noun	der	Ausdruck	expression	der Ausdruck, ¨-e	Diesen Ausdruck habe ich noch nie gehört.	I have never heard this expression before.		[sound:word_B12836.mp3]	 [sound:googletts-a3b4f9da-2ced0e56-e38a1003-3139a2d5-20aaa342.mp3]	B1_goethe_noun
B11940	noun	der	Ausdruck	printout	der Ausdruck, -e	2. Machen Sie doch bitte einen Ausdruck von der E-Mail.	2. please make a printout of the e-mail.		[sound:word_B12837.mp3]	 [sound:googletts-783917fa-324019bd-d20754ab-b702ecc4-5ce9bdc8.mp3]	B1_goethe_noun
B11941	other		toll	great	toll	Ich habe mir ein tolles Kleid gekauft.	I bought myself a great dress.		 [sound:googletts-03dc2da4-eeba048c-1f7a5853-0ba7c7bc-3225f775.mp3]	 [sound:googletts-3ad280c1-f4d2ab37-4753b89e-d8e9aeac-be69468a.mp3]	B1_goethe_other
B11942	other		toll	great	toll	Unser Urlaub war toll.	Our vacation was great.		 [sound:googletts-03dc2da4-eeba048c-1f7a5853-0ba7c7bc-3225f775.mp3]	 [sound:googletts-cef01d21-83b33d92-6d5bc17b-af201b5f-96980730.mp3]	B1_goethe_other
B11943	verb		schweigen	to remain silent	schweigen, schweigt, schwieg, hat geschwiegen	Sie sprach viel, aber ihr Mann schwieg den ganzen Abend lang.	She spoke a lot, but her husband remained silent the whole evening.		 [sound:googletts-df477484-2fc04bfa-f312728b-6e66701b-970568ad.mp3]	 [sound:googletts-119adf3d-2cd761c6-540e96ea-ae9a241f-5df38ddd.mp3]	B1_goethe_verb
B11944	noun	die	Schwester	sister	die Schwester, -n	Ich habe eine ältere Schwester und einen jüngeren Bruder.	I have an older sister and a younger brother.		[sound:word_B10780.mp3]	 [sound:googletts-1978568d-b8b4c36f-e1b2c5eb-3b65577f-9876c9db.mp3]	B1_goethe_noun
B11945	noun	die	Schwester	sister	die Schwester, -n	Schwester Anna hat mir eine Schmerztablette gegeben.	Nurse Anna gave me a painkiller.		[sound:word_B10781.mp3]	 [sound:googletts-6ceca69c-88e33d5a-1662f7b4-445e69a5-153ca75b.mp3]	B1_goethe_noun
B11946	noun	der	Chef, Chefin	boss	der Chef, -s <br>die Chefin, -nen	Das kann ich nicht allein entscheiden, da muss ich erst die Chefin fragen.	I can&#x27;t decide that on my own, I have to ask the boss first.		[sound:word_B11440.mp3]	 [sound:googletts-fdf7e5e8-180d5fb8-6cbdc800-3a198fbf-53e586a7.mp3]	B1_goethe_noun
B11947	verb		greifen	to grab	greifen, greift, griff, hat gegriffen	Greifen Sie doch zu!	Why don&#x27;t you grab it!		 [sound:googletts-95cb5c87-701ec74d-69824775-719aa8eb-43275441.mp3]	 [sound:googletts-885a8f5d-6a0e9835-327457f9-8dd06671-1920989d.mp3]	B1_goethe_verb
B11948	noun	das	Risiko	risk	das Risiko, Risiken	Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.	I don&#x27;t take out a loan. The risk is too high for me.		[sound:word_B11936.mp3]	 [sound:googletts-329a4331-38572a81-d67f34ce-9d88d869-f89d9e84.mp3]	B1_goethe_noun
B11949	other		schwach	weak	schwach	Ich bin noch nicht gesund. Ich fühle mich noch sehr schwach.	I&#x27;m not healthy yet. I still feel very weak.		 [sound:googletts-a9819bde-208b7512-51f0c00c-1aaf7f2f-6889d15d.mp3]	 [sound:googletts-348279eb-5de567a5-71d24d78-76d2ba49-8d9a2821.mp3]	B1_goethe_other
B11950	other		schwach	weak	schwach	Die Tabletten sind zu schwach. Sie helfen nicht.	The tablets are too weak. They do not help.		 [sound:googletts-a9819bde-208b7512-51f0c00c-1aaf7f2f-6889d15d.mp3]	 [sound:googletts-dd395d2b-be2b8278-833dec9e-79a01511-56f9cd9a.mp3]	B1_goethe_other
B11951	noun	die	Tabelle	table	die Tabelle, -n	Tragen Sie die richtige Information in die Tabelle ein.	Enter the correct information in the table.		[sound:word_B14486.mp3]	 [sound:googletts-773e12f3-d92afe21-58830497-e06195b1-36599427.mp3]	B1_goethe_noun
B11952	noun	der	Vorteil	advantage	der Vorteil, -e	Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.	The advantage of this apartment is that it is located right in the center.		[sound:word_B12613.mp3]	 [sound:googletts-063525e7-b5848aaa-846b6c6c-b648ec01-c54cc4e0.mp3]	B1_goethe_noun
